id,type,category,front,reading,meaning_ko,meaning_en,example,example_reading,example_ko,level,tags,source,added_by,last_review,interval,ease,tier,order_in_cat
b11_0095,kanji,B11,飲み会,のみかい,회식,drinking party,金曜日に飲み会があります。,きんようびにのみかいがあります。,금요일에 회식이 있습니다.,N4,"職場・会社,場面別",기본제공,system,,,,paid,95
b11_0096,kanji,B11,歓迎会,かんげいかい,환영회,welcome party,新入社員の歓迎会をします。,しんにゅうしゃいんのかんげいかいをします。,신입 사원 환영회를 합니다.,N3,"職場・会社,場面別",기본제공,system,,,,paid,96
b11_0097,kanji,B11,送別会,そうべつかい,송별회,farewell party,来週送別会を開きます。,らいしゅうそうべつかいをひらきます。,다음 주 송별회를 엽니다.,N3,"職場・会社,場面別",기본제공,system,,,,paid,97
b11_0098,kanji,B11,賞与,しょうよ,상여금,bonus,賞与が支給されました。,しょうよがしきゅうされました。,상여금이 지급되었습니다.,N3,"職場・会社,場面別",기본제공,system,,,,paid,98
b11_0099,kanji,B11,退職金,たいしょくきん,퇴직금,retirement allowance,退職金を受け取りました。,たいしょくきんをうけとりました。,퇴직금을 받았습니다.,N3,"職場・会社,場面別",기본제공,system,,,,paid,99
b11_0100,kanji,B11,年金,ねんきん,연금,pension,毎月年金を払っています。,まいつきねんきんをはらっています。,매달 연금을 내고 있습니다.,N3,"職場・会社,場面別",기본제공,system,,,,paid,100
b12_0001,kanji,B12,家,いえ,집,home/house,家に帰る。,いえにかえる。,집에 돌아가다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,1
b12_0002,kanji,B12,部屋,へや,방,room,部屋を掃除する。,へやをそうじする。,방을 청소하다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,2
b12_0003,kanji,B12,台所,だいどころ,부엌,kitchen,台所で料理する。,だいどころでりょうりする。,부엌에서 요리하다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,3
b12_0004,kanji,B12,居間,いま,거실,living room,居間でテレビを見る。,いまでテレビをみる。,거실에서 텔레비전을 보다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,4
b12_0005,kanji,B12,寝室,しんしつ,침실,bedroom,寝室で寝る。,しんしつでねる。,침실에서 자다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,5
b12_0006,kanji,B12,風呂,ふろ,목욕(탕),bath,お風呂に入る。,おふろにはいる。,목욕을 하다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,6
b12_0007,kanji,B12,トイレ,トイレ,화장실,toilet/restroom,トイレはどこですか。,トイレはどこですか。,화장실은 어디예요?,N5,"家・暮らし,場面別",기본제공,system,,,,paid,7
b12_0008,kanji,B12,玄関,げんかん,현관,entrance/foyer,玄関で靴を脱ぐ。,げんかんでくつをぬぐ。,현관에서 신발을 벗다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,8
b12_0009,kanji,B12,庭,にわ,마당/정원,garden/yard,庭に花が咲く。,にわにはながさく。,마당에 꽃이 피다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,9
b12_0010,kanji,B12,家具,かぐ,가구,furniture,新しい家具を買う。,あたらしいかぐをかう。,새 가구를 사다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,10
b12_0011,kanji,B12,家事,かじ,집안일,housework,家事を手伝う。,かじをてつだう。,집안일을 돕다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,11
b12_0012,kanji,B12,掃除,そうじ,청소,cleaning,毎日掃除をする。,まいにちそうじをする。,매일 청소를 하다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,12
b12_0013,kanji,B12,洗濯,せんたく,빨래/세탁,laundry,洗濯をする。,せんたくをする。,빨래를 하다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,13
b12_0014,kanji,B12,料理,りょうり,요리,cooking/dish,料理が上手だ。,りょうりがじょうずだ。,요리를 잘한다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,14
b12_0015,kanji,B12,ゴミ,ゴミ,쓰레기,garbage,ゴミを捨てる。,ゴミをすてる。,쓰레기를 버리다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,15
b12_0016,kanji,B12,分別,ぶんべつ,분리수거/분별,sorting garbage,ゴミを分別する。,ゴミをぶんべつする。,쓰레기를 분리하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,16
b12_0017,kanji,B12,家賃,やちん,집세/월세,rent,家賃を払う。,やちんをはらう。,집세를 내다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,17
b12_0018,kanji,B12,電気代,でんきだい,전기요금,electricity bill,電気代が高い。,でんきだいがたかい。,전기요금이 비싸다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,18
b12_0019,kanji,B12,ガス代,ガスだい,가스요금,gas bill,ガス代を払う。,ガスだいをはらう。,가스요금을 내다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,19
b12_0020,kanji,B12,水道代,すいどうだい,수도요금,water bill,水道代を節約する。,すいどうだいをせつやくする。,수도요금을 절약하다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,20
b12_0021,kanji,B12,光熱費,こうねつひ,광열비,utility costs,光熱費がかかる。,こうねつひがかかる。,광열비가 든다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,21
b12_0022,kanji,B12,引っ越し,ひっこし,이사,moving house,来月引っ越しをする。,らいげつひっこしをする。,다음 달에 이사를 한다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,22
b12_0023,kanji,B12,契約,けいやく,계약,contract,部屋を契約する。,へやをけいやくする。,방을 계약하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,23
b12_0024,kanji,B12,大家,おおや,집주인,landlord,大家さんに連絡する。,おおやさんにれんらくする。,집주인에게 연락하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,24
b12_0025,kanji,B12,管理費,かんりひ,관리비,maintenance fee,管理費を払う。,かんりひをはらう。,관리비를 내다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,25
b12_0026,kanji,B12,敷金,しききん,보증금,deposit,敷金を払う。,しききんをはらう。,보증금을 내다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,26
b12_0027,kanji,B12,礼金,れいきん,사례금,key money,礼金が必要だ。,れいきんがひつようだ。,사례금이 필요하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,27
b12_0028,kanji,B12,近所,きんじょ,근처/이웃,neighborhood,近所に住む。,きんじょにすむ。,근처에 살다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,28
b12_0029,kanji,B12,隣,となり,옆/이웃,next door,隣の家に住む。,となりのいえにすむ。,옆집에 살다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,29
b12_0030,kanji,B12,騒音,そうおん,소음,noise,騒音がうるさい。,そうおんがうるさい。,소음이 시끄럽다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,30
b12_0031,kanji,B12,鍵,かぎ,열쇠,key,鍵をかける。,かぎをかける。,문을 잠그다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,31
b12_0032,kanji,B12,防犯,ぼうはん,방범,crime prevention,防犯カメラをつける。,ぼうはんカメラをつける。,방범 카메라를 달다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,32
b12_0033,kanji,B12,エアコン,エアコン,에어컨,air conditioner,エアコンをつける。,エアコンをつける。,에어컨을 켜다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,33
b12_0034,kanji,B12,冷蔵庫,れいぞうこ,냉장고,refrigerator,冷蔵庫に入れる。,れいぞうこにいれる。,냉장고에 넣다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,34
b12_0035,kanji,B12,洗濯機,せんたくき,세탁기,washing machine,洗濯機を回す。,せんたくきをまわす。,세탁기를 돌리다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,35
b12_0036,kanji,B12,掃除機,そうじき,청소기,vacuum cleaner,掃除機をかける。,そうじきをかける。,청소기를 돌리다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,36
b12_0037,kanji,B12,電子レンジ,でんしレンジ,전자레인지,microwave,電子レンジで温める。,でんしレンジであたためる。,전자레인지로 데우다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,37
b12_0038,kanji,B12,炊飯器,すいはんき,밥솥,rice cooker,炊飯器でご飯を炊く。,すいはんきでごはんをたく。,밥솥으로 밥을 짓다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,38
b12_0039,kanji,B12,食器,しょっき,식기/그릇,tableware,食器を洗う。,しょっきをあらう。,그릇을 씻다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,39
b12_0040,kanji,B12,布団,ふとん,이불,futon/bedding,布団を敷く。,ふとんをしく。,이불을 깔다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,40
b12_0041,kanji,B12,枕,まくら,베개,pillow,枕が高い。,まくらがたかい。,베개가 높다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,41
b12_0042,kanji,B12,毛布,もうふ,담요,blanket,毛布をかける。,もうふをかける。,담요를 덮다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,42
b12_0043,kanji,B12,カーテン,カーテン,커튼,curtain,カーテンを開ける。,カーテンをあける。,커튼을 열다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,43
b12_0044,kanji,B12,照明,しょうめい,조명,lighting,照明を消す。,しょうめいをけす。,조명을 끄다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,44
b12_0045,kanji,B12,コンセント,コンセント,콘센트,outlet/socket,コンセントに差す。,コンセントにさす。,콘센트에 꽂다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,45
b12_0046,kanji,B12,延長コード,えんちょうコード,연장 코드/멀티탭,extension cord,延長コードを使う。,えんちょうコードをつかう。,연장 코드를 쓰다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,46
b12_0047,kanji,B12,日用品,にちようひん,생활용품,daily necessities,日用品を買う。,にちようひんをかう。,생활용품을 사다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,47
b12_0048,kanji,B12,洗剤,せんざい,세제,detergent,洗剤で洗う。,せんざいであらう。,세제로 씻다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,48
b12_0049,kanji,B12,トイレットペーパー,トイレットペーパー,화장지,toilet paper,トイレットペーパーがない。,トイレットペーパーがない。,휴지가 없다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,49
b12_0050,kanji,B12,タオル,タオル,수건,towel,タオルで拭く。,タオルでふく。,수건으로 닦다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,50
b12_0051,kanji,B12,歯磨き粉,はみがきこ,치약,toothpaste,歯磨き粉を使う。,はみがきこをつかう。,치약을 쓰다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,51
b12_0052,kanji,B12,石鹸,せっけん,비누,soap,石鹸で手を洗う。,せっけんでてをあらう。,비누로 손을 씻다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,52
b12_0053,kanji,B12,シャンプー,シャンプー,샴푸,shampoo,シャンプーで髪を洗う。,シャンプーでかみをあらう。,샴푸로 머리를 감다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,53
b12_0054,kanji,B12,ペット,ペット,반려동물,pet,ペットを飼う。,ペットをかう。,반려동물을 기르다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,54
b12_0055,kanji,B12,植物,しょくぶつ,식물,plant,植物を育てる。,しょくぶつをそだてる。,식물을 기르다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,55
b12_0056,kanji,B12,ベランダ,ベランダ,베란다,balcony,ベランダに出る。,ベランダにでる。,베란다에 나가다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,56
b12_0057,kanji,B12,物干し,ものほし,빨래 건조대,laundry drying rack,物干しに干す。,ものほしにほす。,빨래 건조대에 널다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,57
b12_0058,kanji,B12,収納,しゅうのう,수납,storage,収納が多い。,しゅうのうがおおい。,수납공간이 많다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,58
b12_0059,kanji,B12,押し入れ,おしいれ,벽장,closet,押し入れにしまう。,おしいれにしまう。,벽장에 넣다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,59
b12_0060,kanji,B12,棚,たな,선반,shelf,棚に置く。,たなにおく。,선반에 두다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,60
b12_0061,kanji,B12,引き出し,ひきだし,서랍,drawer,引き出しを開ける。,ひきだしをあける。,서랍을 열다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,61
b12_0062,kanji,B12,修理,しゅうり,수리,repair,修理を頼む。,しゅうりをたのむ。,수리를 부탁하다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,62
b12_0063,kanji,B12,水漏れ,みずもれ,누수,water leak,水漏れを直す。,みずもれをなおす。,누수를 고치다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,63
b12_0064,kanji,B12,停電,ていでん,정전,power outage,停電が起きる。,ていでんがおきる。,정전이 나다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,64
b12_0065,kanji,B12,断水,だんすい,단수,water outage,断水になる。,だんすいになる。,단수가 되다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,65
b12_0066,kanji,B12,回覧板,かいらんばん,회람판,circulation board,回覧板を回す。,かいらんばんをまわす。,회람판을 돌리다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,66
b12_0067,kanji,B12,町内会,ちょうないかい,반상회,neighborhood association,町内会に入る。,ちょうないかいにはいる。,반상회에 들다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,67
b12_0068,kanji,B12,ゴミ出し,ゴミだし,쓰레기 배출,taking out garbage,朝ゴミ出しをする。,あさゴミだしをする。,아침에 쓰레기를 내놓다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,68
b12_0069,kanji,B12,資源ごみ,しげんごみ,재활용 쓰레기,recyclable garbage,資源ごみを分ける。,しげんごみをわける。,재활용 쓰레기를 나누다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,69
b12_0070,kanji,B12,粗大ごみ,そだいごみ,대형 쓰레기,oversized garbage,粗大ごみを出す。,そだいごみをだす。,대형 쓰레기를 내놓다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,70
b12_0071,kanji,B12,宅配,たくはい,택배,home delivery,宅配が届く。,たくはいがとどく。,택배가 도착하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,71
b12_0072,kanji,B12,郵便,ゆうびん,우편,mail/post,郵便が来る。,ゆうびんがくる。,우편이 오다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,72
b12_0073,kanji,B12,ポスト,ポスト,우체통/우편함,mailbox,ポストに入れる。,ポストにいれる。,우체통에 넣다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,73
b12_0074,kanji,B12,表札,ひょうさつ,문패,nameplate,表札を出す。,ひょうさつをだす。,문패를 걸다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,74
b12_0075,kanji,B12,インターホン,インターホン,인터폰,intercom,インターホンが鳴る。,インターホンがなる。,인터폰이 울리다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,75
b12_0076,kanji,B12,駐車場,ちゅうしゃじょう,주차장,parking lot,駐車場に止める。,ちゅうしゃじょうにとめる。,주차장에 세우다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,76
b12_0077,kanji,B12,駐輪場,ちゅうりんじょう,자전거 주차장,bicycle parking,駐輪場に置く。,ちゅうりんじょうにおく。,자전거 주차장에 두다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,77
b12_0078,kanji,B12,自治会,じちかい,자치회,residents association,自治会に参加する。,じちかいにさんかする。,자치회에 참여하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,78
b12_0079,kanji,B12,賃貸,ちんたい,임대(전월세),rental/lease,賃貸に住む。,ちんたいにすむ。,임대 주택에 살다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,79
b12_0080,kanji,B12,持ち家,もちいえ,자가,owned home,持ち家を買う。,もちいえをかう。,자가를 사다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,80
b12_0081,kanji,B12,一戸建て,いっこだて,단독주택,detached house,一戸建てに住む。,いっこだてにすむ。,단독주택에 살다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,81
b12_0082,kanji,B12,マンション,マンション,맨션(아파트),condominium,マンションを買う。,マンションをかう。,맨션을 사다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,82
b12_0083,kanji,B12,アパート,アパート,아파트(연립주택),apartment,アパートを借りる。,アパートをかりる。,아파트를 빌리다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,83
b12_0084,kanji,B12,間取り,まどり,방 배치/평면 구조,floor plan,間取りがいい。,まどりがいい。,방 배치가 좋다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,84
b12_0085,kanji,B12,畳,たたみ,다다미,tatami,畳の部屋に住む。,たたみのへやにすむ。,다다미 방에 살다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,85
b12_0086,kanji,B12,フローリング,フローリング,마루(원목 바닥),flooring,フローリングの床。,フローリングのゆか。,마루 바닥.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,86
b12_0087,kanji,B12,リフォーム,リフォーム,리모델링,renovation,家をリフォームする。,いえをリフォームする。,집을 리모델링하다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,87
b12_0088,kanji,B12,日当たり,ひあたり,볕(채광),sunlight exposure,日当たりがいい。,ひあたりがいい。,볕이 잘 든다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,88
b12_0089,kanji,B12,風通し,かぜとおし,통풍,ventilation,風通しがいい。,かぜとおしがいい。,통풍이 잘 된다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,89
b12_0090,kanji,B12,家電,かでん,가전제품,home appliance,家電を買う。,かでんをかう。,가전제품을 사다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,90
b12_0091,kanji,B12,家庭,かてい,가정,household/family,家庭を持つ。,かていをもつ。,가정을 이루다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,91
b12_0092,kanji,B12,生活,せいかつ,생활,life/living,生活が便利だ。,せいかつがべんりだ。,생활이 편리하다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,92
b12_0093,kanji,B12,暮らし,くらし,생활/삶,living/lifestyle,暮らしを楽しむ。,くらしをたのしむ。,생활을 즐기다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,93
b12_0094,kanji,B12,住所,じゅうしょ,주소,address,住所を書く。,じゅうしょをかく。,주소를 쓰다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,94
b12_0095,kanji,B12,住民,じゅうみん,주민,resident,住民が集まる。,じゅうみんがあつまる。,주민이 모이다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,95
b12_0096,kanji,B12,引っ越し祝い,ひっこしいわい,집들이(선물),housewarming gift,引っ越し祝いを贈る。,ひっこしいわいをおくる。,집들이 선물을 보내다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,96
b12_0097,kanji,B12,窓,まど,창문,window,窓を開ける。,まどをあける。,창문을 열다.,N5,"家・暮らし,場面別",기본제공,system,,,,paid,97
b12_0098,kanji,B12,壁,かべ,벽,wall,壁に掛ける。,かべにかける。,벽에 걸다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,98
b12_0099,kanji,B12,床,ゆか,바닥,floor,床を拭く。,ゆかをふく。,바닥을 닦다.,N4,"家・暮らし,場面別",기본제공,system,,,,paid,99
b12_0100,kanji,B12,天井,てんじょう,천장,ceiling,天井が高い。,てんじょうがたかい。,천장이 높다.,N3,"家・暮らし,場面別",기본제공,system,,,,paid,100
b13_0001,kanji,B13,インターネット,インターネット,인터넷,internet,インターネットで調べます。,インターネットでしらべます。,인터넷으로 찾아봅니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,1
b13_0002,kanji,B13,ネット,ネット,"인터넷, 넷",the internet,ネットで買い物します。,ネットでかいものします。,인터넷으로 쇼핑합니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,2
b13_0003,kanji,B13,サイト,サイト,사이트,website,このサイトは便利です。,このサイトはべんりです。,이 사이트는 편리합니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,3
b13_0004,kanji,B13,アプリ,アプリ,"앱, 어플",app,新しいアプリを入れました。,あたらしいアプリをいれました。,새 앱을 설치했습니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,4
b13_0005,kanji,B13,アカウント,アカウント,계정,account,アカウントを作ります。,アカウントをつくります。,계정을 만듭니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,5
b13_0006,kanji,B13,ログイン,ログイン,로그인,login,アプリにログインします。,アプリにログインします。,앱에 로그인합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,6
b13_0007,kanji,B13,パスワード,パスワード,비밀번호,password,パスワードを忘れました。,パスワードをわすれました。,비밀번호를 잊어버렸습니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,7
b13_0008,kanji,B13,登録,とうろく,등록,registration,会員に登録します。,かいいんにとうろくします。,회원으로 등록합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,8
b13_0009,kanji,B13,ユーザー名,ユーザーめい,사용자 이름,username,ユーザー名を入力してください。,ユーザーめいをにゅうりょくしてください。,사용자 이름을 입력하세요.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,9
b13_0010,kanji,B13,プロフィール,プロフィール,프로필,profile,プロフィールを更新しました。,プロフィールをこうしんしました。,프로필을 업데이트했습니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,10
b13_0011,kanji,B13,投稿,とうこう,"게시(글), 투고",post,写真を投稿します。,しゃしんをとうこうします。,사진을 게시합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,11
b13_0012,kanji,B13,コメント,コメント,"댓글, 코멘트",comment,コメントを書きます。,コメントをかきます。,댓글을 씁니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,12
b13_0013,kanji,B13,いいね,いいね,좋아요,like,投稿にいいねを押します。,とうこうにいいねをおします。,게시글에 좋아요를 누릅니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,13
b13_0014,kanji,B13,シェア,シェア,공유하기,share,記事をシェアします。,きじをシェアします。,기사를 공유합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,14
b13_0015,kanji,B13,フォロー,フォロー,팔로우,follow,友達をフォローします。,ともだちをフォローします。,친구를 팔로우합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,15
b13_0016,kanji,B13,フォロワー,フォロワー,팔로워,follower,フォロワーが増えました。,フォロワーがふえました。,팔로워가 늘었습니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,16
b13_0017,kanji,B13,友達申請,ともだちしんせい,친구 신청,friend request,友達申請を送ります。,ともだちしんせいをおくります。,친구 신청을 보냅니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,17
b13_0018,kanji,B13,ブロック,ブロック,차단,block,迷惑な人をブロックします。,めいわくなひとをブロックします。,성가신 사람을 차단합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,18
b13_0019,kanji,B13,通知,つうち,알림,notification,通知が来ました。,つうちがきました。,알림이 왔습니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,19
b13_0020,kanji,B13,メッセージ,メッセージ,메시지,message,メッセージを送ります。,メッセージをおくります。,메시지를 보냅니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,20
b13_0021,kanji,B13,チャット,チャット,채팅,chat,友達とチャットします。,ともだちとチャットします。,친구와 채팅합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,21
b13_0022,kanji,B13,グループ,グループ,그룹,group,グループに参加します。,グループにさんかします。,그룹에 참가합니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,22
b13_0023,kanji,B13,既読,きどく,읽음,read (seen),メッセージが既読になりました。,メッセージがきどくになりました。,메시지가 읽음으로 바뀌었습니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,23
b13_0024,kanji,B13,未読,みどく,안 읽음,unread,未読のメールが多いです。,みどくのメールがおおいです。,안 읽은 메일이 많습니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,24
b13_0025,kanji,B13,動画,どうが,동영상,video,動画を見ます。,どうがをみます。,동영상을 봅니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,25
b13_0026,kanji,B13,配信,はいしん,"송출, 스트리밍",streaming,番組を配信します。,ばんぐみをはいしんします。,방송을 송출합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,26
b13_0027,kanji,B13,生配信,なまはいしん,실시간 방송,live streaming,生配信を見ます。,なまはいしんをみます。,실시간 방송을 봅니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,27
b13_0028,kanji,B13,ライブ配信,ライブはいしん,라이브 방송,live streaming,ライブ配信を始めます。,ライブはいしんをはじめます。,라이브 방송을 시작합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,28
b13_0029,kanji,B13,画像,がぞう,"이미지, 그림",image,画像を保存します。,がぞうをほぞんします。,이미지를 저장합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,29
b13_0030,kanji,B13,写真,しゃしん,사진,photo,写真をアップします。,しゃしんをアップします。,사진을 올립니다.,N5,"SNS・ネット,場面別",기본제공,system,,,,paid,30
b13_0031,kanji,B13,アップロード,アップロード,업로드,upload,動画をアップロードします。,どうがをアップロードします。,동영상을 업로드합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,31
b13_0032,kanji,B13,ダウンロード,ダウンロード,다운로드,download,アプリをダウンロードします。,アプリをダウンロードします。,앱을 다운로드합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,32
b13_0033,kanji,B13,保存,ほぞん,저장,save,データを保存します。,データをほぞんします。,데이터를 저장합니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,33
b13_0034,kanji,B13,検索,けんさく,검색,search,キーワードで検索します。,キーワードでけんさくします。,키워드로 검색합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,34
b13_0035,kanji,B13,キーワード,キーワード,키워드,keyword,キーワードを入力します。,キーワードをにゅうりょくします。,키워드를 입력합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,35
b13_0036,kanji,B13,リンク,リンク,링크,link,リンクを送ります。,リンクをおくります。,링크를 보냅니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,36
b13_0037,kanji,B13,クリック,クリック,클릭,click,ボタンをクリックします。,ボタンをクリックします。,버튼을 클릭합니다.,N4,"SNS・ネット,場面別",기본제공,system,,,,paid,37
b13_0038,kanji,B13,タップ,タップ,"탭, 터치",tap,画面をタップします。,がめんをタップします。,화면을 탭합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,38
b13_0039,kanji,B13,スクロール,スクロール,스크롤,scroll,画面をスクロールします。,がめんをスクロールします。,화면을 스크롤합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,39
b13_0040,kanji,B13,更新,こうしん,"갱신, 새로고침",update / refresh,ページを更新します。,ページをこうしんします。,페이지를 새로고침합니다.,N3,"SNS・ネット,場面別",기본제공,system,,,,paid,40
b13_0041,kanji,B13,ページ,ページ,페이지,page,次のページを開きます。,つぎのページをひらきます。,다음 페이지를 엽니다.,N5,"SNS・ネット,場面別",기본제공,system,,,,paid,41
